no|title|text|senti_value
4079|Ada diskon|Barang saya datang tidak sesuai dengan pesanan, dan komplain pun susah. Komplain lewat email g pernah ada balasan. Barang saya pakai asuransi, tapi dari pihak bukalapak pun g memberikan solusi. Uang secara otomatis masuk ke pelapak padahal saya sudah komplain|1
4182|Pulsa ga masuk|Saya perna isi pulsa yg 50rb ngga ada yg masuk..|1
4238|Kecewa|Beli wall paper barangnya ga terkirim uang ga kembali|1
4263|So bad|cs low respond,|1
4273|promo 0℅ payah|maksud hati ingin membeli produk jadi lebih hemat dan biss dicicil saya justru harus membayar denda keterlambatan karna BL tidak langsung mengkonversi ke cicilan 0℅, ujung2nya saya membayar full dengan denda|2
4303|jelek|toko online yang lain ngak pakai nominal unik untuk pembayaran transaksi & otomatis terverifikasi, bukalapak masih pakai nominal unik. selama ini nominal unik ditampung dimana? & untuk apa?|1
4311|Bad|sy lebih ke admin bukalapak atau sistem bukalapak yg kurang flexible dalam menangani masalah.. sample : 1. saat ada order gojek tdk bisa rubah dgn kurir lain pdhl adh acc pmbeli 2. sistem tiki yg entah knp ada namun saat di pusat tiki mereka tidak menjangkau wilayah tsb (selama 2 tahun sy berjualan, hanya di bukalapak sperti ini sering, saat ditnya solusi malah cari simple, kami bantu batalkan ya kak? tnpa dibatalkan jg otomatis batal..not recomen. 3. ditmpat lain sy sdh 1,3rb ulasan, disini baru 87 ulasan dengan premium account + push promote (lbih mahal, dtmpt lain min 50/klik) 4. hingga akhir pengeluaran tdk sbanding dgn pmasukan, sy pasif dengan account ini|1
4380|Saya kecewa|Saya sudah 2x mengalami kejadian ini: Saya padahal sudah transfer barang serta ongkos pengiriman barang via gojek. Tapi saat barang sampai, gojeknya mengatakan belum dibayar. Sehingga saya rugi karena jadi bayar 2x ongkos. Bagaimana ini bukalapak???|1
4530|Kecwa|Sy kecewa waktu sy beli sepatu adidas sy klik cicilan 12 bulan pas liat tagihan ternyata bayar cas, pokoknya sy dah kecewa.|1
4563|Sangat tidak memuaskan|Enggak 2 x 24 jam dan langsung dikirim uangnya ke pelapak dan pelapak enggak merespon dan sampai sekarang tidak ada penggantian apapun baik dari Bukalapak ataupun pelapak|1
4626|Bukaklapak sering jual obat palsu !!!! Tolong diseleksi !!!|Kapan yg jual obat / herbal palsu harus dikeluarkan !!|1
4642|Saat ada masalah dgn seller, bukalapak sangat buruk|Saat ada masalah dgn seller atau buyer, sistem solusi bukalapak sangat buruk, berbeda dgn tokopedia dan shopee. Saya menutup toko online saya di bukalapak. Utk masalah detail masalah saya pribadi cukup malas mengetik dan tidak perlu memberi masukan positif thd bukalapak.|1
4648|Akun Saya Sering Dibekukan|padahal tidak pernah menjual barang ilegal, mungkin karna saya menjual dengan harga murah jadi di report pelapak yang lain|1
4716|Cuman belain pelapak aja|Ketika saya membeli barang yg rusak, mao retur, dibela2in abis sama buka palak, kecewa sekali|2
4738|Pelapak tidak tanggung jawab ke laut aja|pelapaktdktanggungjawab|2
4739|Kapokkk|Saya beli baju tidur remaja bulan des 2016, kok barang nggak datang2 sesuai waktu yg tercantum, sy telp buka lapak kata petugasnya barangnya sudah nggak ada stock - kok bisa kayak gitu??? katanya uang akan dikembalikan ke dompet buka lapak saya dalam waktu 1x24 jam... nggak kejadian tuh...beberapa hari kemudian saya telp lagi... jawab petugasnya sama.... hasilnya... nggak kejadian tuh... beberapa hari kemudian saya telepon lagi.... jawab petugasnya sama... hasilnya sampai sekarang pertengahan januari 2017... yah sama saja..kejadian tuh... nggak ada pengembalian dana ke dompet saya.... akhirnya malas juga yah telepon2... hasilnya... Kapoookk euuyy beli di bukalapak... hasilnya beli ke toko lain kan masihhhh banyak...|1
4755|sangat tidak bertanggung|pembelian saya sdh berbulan2 tidak datang..pencairannya pun rumit. mesmipun nominalnya kecil tp sngguh contoh yg tidak baik. maaf|1
4785|Biasa saja untuk ukuran Onlie Shop di Masa Sekarang|Biasa aja sama saja dgn Online Shop yang lain yg ada, dan buruknya pengembalian dana atas orderan yg lewat batas waktu pengiriman terlalu molor dri yg sudah di tentukan sendiri oleh buka lapak.. Dan tidak ada contak jika ingin mengadu kepada admin buka lapak. Jadi tolong biasakan jgn tulis batas waktu pengembalian yg tidak sesuai. Ditulis pengembalian dana pukul 14.50 tpi brg bru dikirim 15.45 di tanggal yg sama kan ga masuk akal|2
4801|Pernah kecewa|Pernah order mungkin saat aplikasinya error jadi kekirim ke kantor BL. Minta tolong dikirim ke alamat saya, responnya laaaaaamaaaaaa sekali mungkin lebih dari 2 minggu, padahal ongkir saya yang bayar.|1
4829|bukalapak.com situs jual beli online terbaik|mau belanja aman?? ya di bukalapak.com .. mau nyari apa aja ada.. tinggal klik.. transfer ..tunggu dirumah.. dan barang yg qt pesan akan datang... ajaib kan?? barang tdk sampai uang bisa kembali...|1
4838|Retur|Tolong untuk kebijakan retur diperbaiki lagi, soalnya karena kesalahan dari pelapak jadi kami yang dibebankan untuk menanggung ongkir returnya. Jelas itu kesalahan pelapak yang tidak teliti saat mengirim barang. Tolong juga lebih profesional untuk pelapaknya juga, agak tidak lagi terjadi kesalahan pengiriman product.|2
4893|HATI HATI - Kebijakan Sangat Tidak Memihak Pembeli|Terakhir kalinya saya belanja di Bukalapak, saya tidak akan pernah lagi masuk kesana. Pelapak dengan integritas yang tidak baik masih dibiarkan saja, barang yang dijual adalah barang rusak dan pembeli yang jadi korbannya. biaya pengiriman retur barang juga dibebankan kepada saya sebagai korban. Seharusnya saya menerima refund 100% dari uang yang saya bayarkan plus tambahan biaya pengiriman retur barang tapi Bukalapak hanya lepas tangan saja dan tidak memberikan solusi. Baca syarat dan ketentuan dengan sangat hati-hati sebelum berbelanja disini, jangan sampai ada yang jadi korban lagi.|1
4921|Klo Barang cukup lengkap tp RIBET RETUR KLO ADA KENDALA|Klo Baik.. ckup lengkap.. MINUSNYA.. byak poto tidak sesuai deskripsi dan brang yg dateng,,.proses retur yg lama,dan sangat ribet.. banyak penjual yg tidak koperatif apa bila brang rusak,atau brang yg dijual tidak sesuai deskripsi.. kedepanya!! ksih jaminan 100% kepuasan pelanggan,..|2
4962|Tidak terlalu berpihak pada seller|Tidak terlalu berpihak pada seller. Jadi malas, update jualan di sini.... Malas....|1
4973|Saya tidak akan berbelanja di buka lapak lagi|Saya pernah berbelanja bbrp kali di buka lapak, nama account saya dan kartu kredit berbeda. Kemudian saya dikirimi email yg menyatakan saya menyalah gunakan kartu kredit, tanpa klarifikasi account saya diblok. Kemudian ketika terbukti saya tidak melakukan hal yg salah pun, tidak ada email permintaan dari buka lapak. Saya benar kapok menggunakan buka lapak. Saya berbelanja di lazzada, tokopedia dll tidak pernah terjadi hal seperti itu.|1
4982|Menurut saya layanan bukalapak sangat tidak memuaskan.|Saya pernah melakukan transaksi di bukalapak dan saya tidak mendapatkan barang saya selama 2 minggu dan akhirnya saya cancel transaksi dan menelepon bukalapak dan katanya bakal di refund tetapi sampai sekarang saya belum menerima uangnya..|1
5002|Nggak bener|Barangku nggak tiba ke aku, tapi dibukalapak statusnya diterima dan selesai, trus dihubungi lapor pelapak, sampai sekarang ini nggak ditangani dan ada kabar|2
5013|Selisih kode unik pembayaran terlalu banyak|Kode unik pembayaran terlalu banyak dan tidak dikembalikan ke dompet saya (tidak seperti toko sebelah), kadang jika transaksi dengan jumlah nominal jutaan bisa sampai 4 sd 5 ribuan selisihnya. Mungkin bagi sebagian pembeli berduit gak jadi masalah, tapi bagi saya ini masalah besar... Terima kasih Note Saya meskipun tidak begitu berduit, tidak pernah menggunakan fitur nego, paling cuma dapat potongan maks 5 rebu|1
5039|BL belum aman, saya kebobolan via bukadompet|BL belum aman. tgl 6 jan 2017 sy telah 'kebobolan' krn ada transaksi yang saya tidak melakukan. tahu-tahu ada konfirmasi dari email jk ada transaksi dg pembayaran via bukadompet.|2
5090|Bukalapak Tidak Menghargai Hak Pembeli|Saya sangat menyesal berbelanja melalui Bukalapak karena tidak menghargai hak saya sebagai pembeli yg dirugikan oleh penjual yg mengirim barang tdk sesuai foto di lapaknya. Bukalapak malah secara sepihak membayar penuh pihak penjual tanpa memperdulikan keberatan saya.|1
5205|Sistem Transaksi Merugikan Konsumen|Sistem transaksi yang dikembangkan oleh bukalapak jelas meletakkan posisi konsumen diposisi yang pasti dirugikan jika terjadi masalah. Sistemnya harus dibenahi lagi dengan perspektif konsumen, karena yang membuat bukalapak berkembang bukan seller atau admin bukalapak tapi Konsumen. Terima Kasih|1
5217|Kecewa dengan pelayanan|Pembelian unit untuk penerimaan lebih baik buat dua kali penerimaan jika ada orderan barang lebih dari satu unit jadi tidak terjadi kesalahan dalam penerimaan karena terkadang pelapak tidak mengirim semua barang yg dipesan kalau bs diluar dari komplain|2
5245|Jarang ada diskon|Semenjak lebaran tahun lalu, bukalapak tidak lagi memberikan banyak diskon. Hanya pada saat Harbolnas baru muncul kembali, namun setelah itu tidak kedengaran lagi. Dua tahun lalu, saya memilih Bukalapak daripada Tokopedia karena banyak promonya, tapi ya sekarang dua-duanya sama saja.|2
5288|Mengecewakan|Seharusnya kalau stock barang habis diberitahu sebelum pembayaran, atau dibuat tidak bisa bayar kalau stock barang tidak ada. Sangat mengecewakan.|1
5322|KECEWA LEVEL MAKSIMUM !!!|Transaksi saya #[private info removed] belum selesai solusinya tapi forum diskusi sudah ditutup sepihak. SAMPAI DETIK INI TIDAK ADA KEJELASAN SOAL BARANG PENGGANTI PADAHAL BARANG SUDAH SAYA RETUR KE PENJUAL !! MANA JANJI JAMINAN UANG KEMBALI ??? KECEWA TINGKAT MAKSIMUM !!!!|1
5358|Kurang Controlling Dalam Hal Produk|Sering saya temukan ada pelapak yg menjual barang baru dg harga yg jauh dibawah harga pasaran, atau menjual barang imitasi tapi dikatakan sbg asli. Menurut saya tim BL kurang controlling dalam hal produk yg dijual oleh seller, dan hanya menunggu ada laporan dg disertai penjelasan yg detail baru ditindaklanjuti. Mungkin BL perlu menambah banyak SDM yg ahli dalam bidang masing2, baik dlm hal fashion, gadget, electronik, otomotif, dll shg controlling thd produk produk yg dijual bisa lebih baik -- untuk mencegah terjadinya kasus penipuan kondisi barang.|2
5367|Kurang Teliti|Nampaknya masih ada beberapa pelapak yang menipu, contoh harga baru terlalu jauh dari pasaran dan menampilkan pin bb pada foto lapak. Mohon lebih teliti agar menghindari reputasi BL yang terjaga baik selama ini|2
5602|BL kurang respon dan berpolitik|bl tidak mau menaggapi complain negatif ke pelapak... sudah emai tapi jawabannya suruh jawaban umum dilink hadeh .... Dan di beberapa waktu lalu di fanpage ada kampanye politik nya|2
5664|u dukung ahok! bye bukalapak|U dukung ahok! Bye bukalapak|1
5687|BUKALAPAK TIDAK BSA MENEGUR PELAPAK YANG TIDAK KOMITMEN|Pengalaman tidak menyenagkan saya di BUKALAPAK, sewaktu saya order smartphone. dijelaskan bahwasanya produck tersebut bergarnsi 1 tahun, belum 1 tahun smrtphone sya mengalami trouble, saya mengajukan komplain via masage ke pelapak, namun tidak ada tanggapan sama sekali. saya berinisiatif untuk mengadukan keluhan ke BUKALAPAK, tapi tidak dapat jawaban yang memuaskan.|1
5689|Tipu-Tipu Muslihat Ada di Sini|Pernah mesen barang karena murah, eh taunya penipu doank, itu kemaren zaman-zamannya harbolnas, banyak akun palsu yang pura-pura jualan. Sebaiknya ada cara nge-filter akun-akun jualan palsu dan pembeli palsu. Thanks|1
5703|Masih kurang baik|Awalnya memuaskan tapi terakhir saya order pelapak tidak mengirimkan barang yg saya pesan dan uangpun tidak kembali ke rekening saya.|2
5742|Online shopping cukup terkenal|Cukup terkenal secara company, tetapi saya baru beberapa kali transaksi saya dikecewakan sebagai pembeli, sampe saya harus beli satu item double. Selain itu mobile app nya sangat buruk jika dibanding tokopedia. Saya sering muncul 8 notifkasi tanpa ada petunjuk, terakhir saya hampir putuskan untuk unislnstall.|2
5794|Support Terhadap TerjadinyA Kejanggalan Tidak Baik|Sejauh Ini SebenarnyA Pengalaman Ber Belanja Di BL CUKUP MEMUASKAN. Sampai Suatu Ketika Terjadi Transaksi Janggal Yang Sangat Merugikan Yaitu Barang TIDAK DITERIMA, STATUS SELESAI, FEEDBACK BAGUS Yang Bukan Di Isi Oleh Customer. Customer Sampai Harus Melakukan Pengecekan Langsung Dengan Pihak JNE. JNE Mengkonfirmasi AdanyA Kejanggalan. Tindak Lanjut Dari BL SUPPORT SAMA SEKALI TIDAK MEMBANTU|2
5795|Komplain barang|Pengalaman sma bukalapak dlm minggu ini sangat mengecewakan.. Dr pelapak yg mengirim barang cacat dan retur barang masih ditanggung oleh pembeli.. Hari ini suami saya kena juga.. Beli barang udah bayar include sama gojeknya.. Tp gojeknya nagih ongkir.. Dgn alasan si pelapak tidak memberikan ongkir ke gojeknya.. Tolong dong pelapak gag tanggung jawab ibi di basmi.. Ditelpon gag diangkat.. Dikolplain jg gag ditanggapi...|1
5801|2X beli barang di BL rusak semua|Pertama beli helm sampai ke tangan saya pas saya buka helm retak trs saya komplain pihak BL menyalahkan kurir nya Kedua beli Jersey kata nya ori pas barang sampai ternyata barang nya KW|1
5810|Sering sekali kondisi barang habis, tetapi belum ter-update|"Kami sesama pelanggan bukalapak sering merasa kesal karena situs yang tidak ""up-to date"". Pembelian barang dengan mudahnya di tolak oleh pelapak dengan alasan stock habis. Sehingga terpaksa kami membeli barang lain yang bukan tujuan utama kami berbelanja hanya karena kami malas mengikuti proses pengembalian dananya yang kurang simple. Seharusnya barang yang tertera di situs bukalapak adalah benar ada dan terupdate."|1
5842|Sistem perlu di perbaiki|Barang2 harap di spesifikasikan lebih jelas. Jika ada perubahan sistem / barang tidak ada harap pembeli di hubungi. Kemudian jawaban atas complain tidak sesuai dan tidak ada sistem mampu telusur dengan baik. Masih terdapat penjual yg nakal memaksakan barang dikirim padahal barang yg dikirim tidak sesuai dengan pesanan.|2
5876|Saya hanya perlu belanja yang cepat dan tepat|Berita dan politik tidak penting|2
5928|akses|Kesulitan mengakses menggunakan tablet samsung galaxy note 10.1 2014 edition,tolong segera diperbaiki|1
6024|Perhitungan Ongkos kirim selain JNE sering salah hitung|Bukalapak sering salah hitung jika memakai jasa kurir selain JNE. Sudah sering saya Komplin saat salah hitung , tapi mereka tidak merespon. Kadang Ongkos kirim pakai Wahana dan Pos Indonesia bisa sampai dua kali lipat, itulah kenapa banyak Penjual hanya pakai JNE. Semoga mereka tidak sengaja melakukan itu agar JNE lebih banyak dipakai.|2
6091|Tidak dapat dipercaya|Buang-buang waktu menunggu barang yang di pesan dan pengembalian uang kalau pesanan gagal di proses.|1
6155|Sangat menjegkelkan.|Saya sangat jengkel dg bukalapak krn terlale sering mengirim email. Dan tdk ada pilihan UNSUNCRIBE email tsb Sebagaimana yg lain2nya. Sy pernah belanja 1x dan setelah itu tak henti2 nya mengirim email. Ini sangat mengganggu saya. Saya mau berhenti dikirimi email. Tolong saya|1
6175|KAPOK|5aya oernah order di bukalapak tapi sampai saat ini barang tidak pernah saya terima , padahal uang sudah saya transfer. SAYA KAPOK BELANJA DI BUKALAPAK|1
6199|Kode Unik dan Promosi Barang|Kode unik terlalu tinggi dan tidak cashback ke pembeli, fasilitas promosi dibuat tidak free lagi, sepertinya Bukalapak sudah mau mencari untung lebih banyak lagi|2
6215|Belum bisa bersaing|review : 1. Harga belum bisa bersaing. 2. Kualitas Produk belum memenuhi kebutuhan (tolong lebih di sortir lagi) 3. Aplikasi belum canggih|2
6233|PARAH|Saya masih bingung masalah penjualan saya yang pendingnya lama banget. Saya Hubungi Bukalapak, jawabannya sama (Copy paste). Sama sekali tidak membantu.|1
6238|Barang yg dikirim bukan sepatu nike asli,saya kecewa.|Kirim barang palsu|1
6265|Up to date stok barang pelapak agar lebih diperhatikan|Mohon agar magement lebih up to date terhadap stok barang nya pelapak. Krn wkt transaksi pembelian saya menggunakan kartu kredit berhasil dan telah terdebet.. trnyata barangnya habis.. tp di katakan akan dikembalikan tp saya hub call center Bank tdk ada pengembaliannya..|1
